diagnosis_code,diagnosis_desc,fce,admissions,emergency,waiting_list,mean_los_days,mean_age,year,baseline_admissions,baseline_waiting,pct_change_admissions,pct_change_waiting,backlog_trap
K55-K63,Other diseases of intestines,290144,290144,104777,102982,7,58,2004,646953,416865,-55.15222899,-75.29607907,FALSE
K65-K67,Diseases of peritoneum,8555,8555,4125,1949,11.4,56,2004,9087,3064,-5.854517443,-36.39033943,FALSE
K70-K77,Diseases of liver,38694,38694,14720,5574,12.6,53,2004,48952,14543,-20.95522144,-61.6722822,FALSE
K80-K87,"Disorders of gall bladder, biliary tract & pancreas",155464,155464,63129,53844,6.1,57,2004,213979,92559,-27.34614144,-41.82737497,FALSE
K90-K93,Other diseases of the digestive system,81491,81491,41769,8775,6.6,60,2004,137810,66278,-40.86713591,-86.76031262,FALSE
L00-L14,L55-L99 Other infections and disorders of the skin,270650,270650,103199,125110,7.5,50,2004,,,,,FALSE
L20-L30,Dermatitis and eczema,10280,10280,5756,2712,5,37,2004,13675,3628,-24.82632541,-25.24807056,FALSE
L40-L45,Papulosquamous disorders (including Psoriasis),9827,9827,1288,5952,12.7,50,2004,11725,5176,-16.18763326,14.99227202,FALSE
L50-L54,Urticaria and erythems,5218,5218,4097,326,2.8,30,2004,10481,2209,-50.21467417,-85.24219104,FALSE
M00-M25,Arthropathies,397047,397047,41646,299090,6.3,57,2004,609032,456301,-34.80687386,-34.45335426,FALSE
M30-M36,Systemic connective tissue disorders,16349,16349,3930,4904,9.6,51,2004,27080,8801,-39.62703102,-44.2790592,FALSE
M40-M54,Dorsopathies,186400,186400,41472,92389,6.7,55,2004,320545,195899,-41.84903836,-52.83845247,FALSE
M60-M79,Soft tissue disorders,161844,161844,58635,85061,2.4,55,2004,248802,137373,-34.95068368,-38.08026322,FALSE
M80-M94,Osteopathies and chondropathies,46845,46845,10833,22261,8.9,53,2004,88894,37621,-47.30240511,-40.82826081,FALSE
M95-M99,Other disorders of the musculoskeletal system & conn. tiss.,4276,4276,542,3022,7.4,46,2004,10711,3885,-60.07842405,-22.21364221,FALSE
N17-N19,Renal failure,94045,94045,20242,13715,11.4,63,2004,95579,20216,-1.604955063,-32.15769687,FALSE
N20-N23,Urolithiasis,67900,67900,26395,25729,2.9,50,2004,89624,45150,-24.23904311,-43.01439646,FALSE
N25-N29,Other disorders of kidney & ureter,4518,4518,1129,2160,5.7,50,2004,6342,3525,-28.76064333,-38.72340426,FALSE
N30-N39,Other diseases of the urinary system,221387,221387,82940,77837,8.9,62,2004,272213,84232,-18.67140805,-7.592126508,FALSE
N40-N51,Diseases of male genital organs,115768,115768,24316,78211,3.1,48,2004,125265,81313,-7.581527162,-3.814888148,FALSE
N60-N64,Disorders of breast,24725,24725,3816,19697,2.2,43,2004,17983,10986,37.49096369,79.29182596,FALSE
N70-N77,Inflammatory diseases of female pelvic organs,26278,26278,11793,12269,2.7,36,2004,24358,9244,7.88242056,32.72392904,FALSE
N80-N98,Noninflammatory disorders of female genital tract,249190,249190,30942,199914,2.9,45,2004,209704,163170,18.82939763,22.51884538,FALSE
O00-O08,Pregnancy with abortive outcome,160891,160891,65621,69118,1.2,31,2004,122159,52756,31.70621894,31.01448177,FALSE
O80-O84,Delivery,106453,106453,406,736,1.8,28,2004,31065,215,242.6782553,242.3255814,FALSE
P00-P04,Complications of fetus/neonate affected by maternal,6229,6229,81,10,3.4,0,2004,261,1,2286.590038,900,FALSE
P05-P96,Other conditions originating in the perinatal period,178408,178408,20477,1809,6.7,0,2004,250437,2470,-28.7613252,-26.7611336,FALSE
Q00-Q89,Congenital malformations,103652,103652,9211,54898,4.7,11,2004,102677,60952,0.94957975,-9.932405828,FALSE
Q90-Q99,Chromosomal abnormalities nec.,1878,1878,247,437,14.2,13,2004,1396,450,34.52722063,-2.888888889,FALSE
R00-R09,Symptoms & signs inv. the circulatory/respiratory system,420574,420574,309968,38774,2.4,56,2004,440918,49035,-4.614009861,-20.92586928,FALSE
R10-R19,Symptoms & signs inv. the digestive system & abdomen,393068,393068,241775,70885,3.1,45,2004,554882,231112,-29.16187586,-69.32872374,FALSE
R20-R23,Symptoms & signs inv. the skin & subcutaneous tissue,34884,34884,23497,7514,1.8,35,2004,40073,5175,-12.94886832,45.19806763,FALSE
R25-R29,Symptoms & signs inv. the nervous & musculoskeletal sys.,23627,23627,11203,3065,10.7,52,2004,105466,3769,-77.59751958,-18.67869461,FALSE
R30-R39,Symptoms & signs involving the urinary system,130778,130778,38168,62022,4.3,63,2004,107642,47671,21.49346909,30.10425626,FALSE
R40-R46,"Symptoms & signs inv. Cognition, perception etc.",53201,53201,37091,1462,9,71,2004,,,,,FALSE
R47-R49,Symptoms & signs inv. speech & voice,7344,7344,2931,2579,7.4,63,2004,8412,1772,-12.69614836,45.54176072,FALSE
R50-R68,General symptoms & signs,311004,311004,216857,24377,5.8,55,2004,316803,48924,-1.83047509,-50.17373886,FALSE
R70-R89,Abnormal findings of bodily fluids or samples without diag.,28977,28977,4539,16434,3.1,53,2004,35639,18325,-18.69300485,-10.31923602,FALSE
R90-R94,Abnormal findings on diagnostic imaging/function studies,21985,21985,3337,11126,5,61,2004,44497,29898,-50.59217475,-62.78680848,FALSE
R95-R99,Ill-defined & unknown causes of mortality,12,12,5,0,11.7,35,2004,,,,,FALSE
S00-S09,Injuries to the head,149142,149142,117059,14074,3.4,38,2004,183751,13648,-18.83472743,3.12133646,FALSE
S10-S19,Injuries to the neck,7652,7652,5807,213,11.1,44,2004,10158,232,-24.67021067,-8.189655172,FALSE
S20-S29,Injuries to the thorax,17678,17678,13534,134,8.2,55,2004,28420,450,-37.79732583,-70.22222222,FALSE
S30-S39,"Injuries to abdomen, lower back, lumbar spine & pelvis",32415,32415,23355,501,11.4,55,2004,41319,824,-21.54940826,-39.19902913,FALSE
S40-S49,Injuries to the shoulder & upper arm,35771,35771,26864,2036,7.8,53,2004,48240,8096,-25.84784411,-74.85177866,FALSE
S50-S59,Injuries to the elbow & forearm,67828,67828,56383,3787,3.5,38,2004,72230,14930,-6.094420601,-74.63496316,FALSE
S60-S69,Injuries to the wrist & hand,71068,71068,55661,7444,1.6,34,2004,93794,33397,-24.22969486,-77.71057281,FALSE
S70-S79,Injuries to the hip & thigh,102376,102376,70036,1431,23.8,77,2004,87752,1689,16.66514723,-15.27531083,FALSE
S80-S89,Injuries to the knee & lower leg,73848,73848,57485,4824,8.5,47,2004,78912,11458,-6.417274939,-57.89841159,FALSE
S90-S99,Injuries to the ankle & foot,14725,14725,11827,828,5.1,42,2004,18875,2883,-21.98675497,-71.27991675,FALSE
T00-T07,Injuries involving multiple body regions,2001,2001,1548,47,11,46,2004,4339,276,-53.88338327,-82.97101449,FALSE
T08-T14,Injuries to unspecified part of trunk limb or body,6144,6144,4891,297,5.9,51,2004,1568,47,291.8367347,531.9148936,FALSE
T15-T19,Effects of foreign body entering through natural orifice,12824,12824,8795,2626,1.2,28,2004,18660,3954,-31.27545552,-33.58624178,FALSE
T20-T32,Burns and corrosions,9576,9576,6697,372,5.9,28,2004,12909,854,-25.81919591,-56.44028103,FALSE
T33-T35,Frostbite,33,33,17,2,16.5,48,2004,46,4,-28.26086957,-50,FALSE
T36-T50,Poisonings by drugs medicaments & biological substances,107779,107779,92790,132,1.6,34,2004,116697,145,-7.642013077,-8.965517241,FALSE
T51-T65,Tox. effcts. of substnces. chiefly non-medicinal as to source,8393,8393,6846,159,1.9,35,2004,8017,144,4.690033678,10.41666667,FALSE
T66-T78,Other and unspecified effects of external causes,10883,10883,8880,580,1.9,37,2004,20005,1169,-45.59860035,-50.3849444,FALSE
T80-T88,Complications of surgical & medical care nec.,144187,144187,72189,39924,8.6,56,2004,217900,75238,-33.82882056,-46.93638853,FALSE
T90-T98,Sequelae of injuriesof poisoning & other consequences,570,570,136,286,15.5,48,2004,,,,,FALSE
Z00-Z13,Examination and investigation,209379,209379,17590,73923,2.2,54,2004,313949,169841,-33.30795766,-56.47517384,FALSE
Z20-Z29,Potential health hazards related to communicable diseases,7747,7747,362,2149,1.8,16,2004,15234,4056,-49.14664566,-47.01676529,FALSE
Z30-Z39,Health services in circumstances related to reproduction,632473,632473,6051,58472,1.4,10,2004,539391,20477,17.25686932,185.5496411,FALSE
Z40-Z54,Persons encountering health services for specific care,134226,134226,10830,78386,8.5,52,2004,127826,84332,5.006806127,-7.050704359,FALSE
Z55-Z65,Potential health hazards reltd. to socioeconomic & psychosoc.l,988,988,583,188,11.8,33,2004,732,11,34.9726776,1609.090909,FALSE
Z70-Z76,Persons encountering health services in other circs.,60497,60497,10315,10965,7.9,33,2004,22958,3447,163.5116299,218.102698,FALSE
Z80-Z99,Persons with potential health hazards related to family,11543,11543,874,4920,10.3,48,2004,9943,1391,16.09172282,253.7023724,FALSE
A00-A09,Intestinal infectious diseases,55745,45587,41759,1934,5.7,33,2005,159034,35016,-71.33506043,-94.4768106,FALSE
A15-A19,Tuberculosis,6766,4382,2982,888,17,42,2005,2225,529,96.94382022,67.86389414,FALSE
A20-A49,Certain bacterial diseases,36673,22485,20244,585,14,63,2005,156114,2491,-85.59706368,-76.51545564,FALSE
A50-A64,Infections with predominantly sexual mode of transmission,2962,2818,638,1973,3.9,38,2005,2405,1411,17.17255717,39.82990787,FALSE
A65-A79,Other infectious and parasitic disorders,442,390,154,97,5.1,40,2005,662,161,-41.08761329,-39.7515528,FALSE
A80-A89,Viral infections of the central nervous system,3609,2545,2269,85,7,33,2005,3913,86,-34.96038845,-1.162790698,FALSE
A90-A99,Arthropod-borne viral fevers & viral haemorrhagic fevers,75,62,56,1,4.8,33,2005,192,6,-67.70833333,-83.33333333,FALSE
B00-B09,Viral infections characterized by skin & mucous mem. lesns.,13249,11582,8016,2851,5.3,36,2005,17456,3352,-33.65032081,-14.94630072,FALSE
B15-B19,Viral hepatitis,6477,5751,1167,2344,4.4,43,2005,2394,532,140.2255639,340.6015038,FALSE
B20-B24,Human imrnunodeficiency virus [HIV] disease,5350,4060,1914,817,14.7,39,2005,,,,,FALSE
B25-B34,Other viral diseases,48173,44999,44033,367,1.3,14,2005,118995,840,-62.18412538,-56.30952381,FALSE
B35-B49,Mycoses,4450,3541,1793,1087,6.8,49,2005,8470,3847,-58.19362456,-71.74421627,FALSE
B50-B64,Protozoal diseases,3047,2331,1921,188,4.8,36,2005,2209,213,5.522861023,-11.7370892,FALSE
B65-B83,Helminthiases,549,483,252,163,4.1,29,2005,887,466,-45.54678692,-65.02145923,FALSE
B85-B99,Other infectious and parasitic diseases,935,737,568,95,7,47,2005,3536,78,-79.15723982,21.79487179,FALSE
C00-C14,Malignant neoplasm of liporal cavity and pharynx,16125,14200,2098,8103,8,59,2005,,,,,FALSE
C15-C26,Malignant neoplasm of digestive organs,284585,248433,33902,83117,10.8,67,2005,268681,101300,-7.536074378,-17.94965449,FALSE
C30-C39,Malignant neoplasms of respiratory & intrathoracic organs,106350,88184,22667,26562,10.3,67,2005,115023,37403,-23.33359415,-28.98430607,FALSE
C40-C41,Malignant neoplasm of bone and articular cartilage,6508,6183,962,1960,6.8,29,2005,7261,1781,-14.84643988,10.05053341,FALSE
C43-C44,Malignant neoplasms of skin,73715,72954,1521,64295,4.3,70,2005,154472,144205,-52.77202341,-55.41416733,FALSE
C45-C49,Malignant neoplasms of mesothelial and soft tissue,15534,13977,3084,4816,7.8,57,2005,23035,7390,-39.3227697,-34.8308525,FALSE
C51-C58,Malignant neoplasms of female genital organs,60402,56977,7353,22913,7.3,62,2005,69426,28271,-17.93132256,-18.95228326,FALSE
C60-C63,Malignant neoplasms of male genital organs,53341,48481,7986,24023,7.6,67,2005,88825,48164,-45.41964537,-50.12249813,FALSE
C64-C68,Malignant neoplasms of urinary tract,99330,92994,7502,46858,6.2,69,2005,90988,49193,2.204686332,-4.74661029,FALSE
C69-C72,"Malignant neoplasms of eye, brain & other parts of CNS",20560,17592,5493,4760,11.5,39,2005,21270,6187,-17.29196051,-23.06449006,FALSE
C81-C96,"Malignant neoplasms of lymphoid, haematopoietic & rel. tiss.",247037,235066,24932,75937,8.8,55,2005,387191,80770,-39.28939464,-5.983657299,FALSE
D00-D48,In situ & benign neoplasms and others of uncertainty,288784,278472,15357,198070,5,55,2005,430698,299287,-35.34402296,-33.81937739,FALSE
D50-D64,Anaemias,160761,135155,37627,51743,5.8,59,2005,299823,136373,-54.92173716,-62.0577387,FALSE
D65-D89,Diseases of the blood and blood-forming organs,61954,57240,16335,15597,5.6,46,2005,94222,20255,-39.24985672,-22.99679092,FALSE
E00-E07,Disorders of thyroid gland,12321,11136,1966,8173,4.4,50,2005,16596,10399,-32.89949385,-21.40590441,FALSE
E10-E14,Diabetes Mellitus,75033,57435,35452,16280,8.4,52,2005,56931,4961,0.885282184,228.1596452,FALSE
E15-E90,Endocrine nutritional and metabolic diseases,117087,99347,40004,29880,7.8,52,2005,236419,51871,-57.97841967,-42.39555821,FALSE
F00-F03,Dementia,25781,19214,11172,1900,68.3,81,2005,10270,332,87.08860759,472.2891566,FALSE
F04-F09,Other organic including symptomatic mental disorders,5982,4281,3331,230,37.3,72,2005,23314,2250,-81.63764262,-89.77777778,FALSE
F10-F19,Mental and behavioural disorders due to psychoactive subst.,57814,47854,38792,4857,8.7,41,2005,50997,753,-6.163107634,545.0199203,FALSE
F20-F29,"Schizophrenia, schizotypal and delusional disorders",36414,30930,22570,1745,109.4,41,2005,24319,1107,27.18450594,57.633243,FALSE
F30-F39,Mood [affective] disorders,43332,39421,28440,2257,45.8,52,2005,23171,1137,70.13076691,98.50483729,FALSE
F40-F69,"Neurotic, bahavioural & personality disorders",27663,24946,17510,2926,28.4,43,2005,,,,,FALSE
F70-F79,Mental retardation,11398,10945,1456,1466,154.4,26,2005,623,65,1656.82183,2155.384615,FALSE
F80-F99,Other mental and behavioural disorders,10540,9503,4936,1121,101.9,37,2005,4935,1402,92.5633232,-20.04279601,FALSE
G00-G09,Inflammatory diseases of the central nervous system,5951,4277,2783,384,16.8,34,2005,7120,708,-39.92977528,-45.76271186,FALSE
G20-G26,Extrapyramidal & movement disorders (incl. Parkinsonism).,15946,11918,4912,4533,22,66,2005,15816,4500,-24.64592817,0.733333333,FALSE
G35-G37,Demyelinating diseases (incl Multiple Sclerosis) of the CNS.,20512,17988,3927,7970,13.8,46,2005,49768,13001,-63.8562932,-38.69702331,FALSE
G40-G47,Epilepsy migraine & other episodic disorders,110962,89711,66402,14089,4.2,49,2005,,,,,FALSE
G50-G73,G90-G99 Other diseases & disorders of the nervous syst.,104890,98110,12763,71426,9.1,55,2005,,,,,FALSE
G80-G83,Cerebral palsy & other paralytic syndromes,19598,15443,6524,4482,22.8,49,2005,13889,5162,11.18871049,-13.17318869,FALSE
H10-H13,Disorders of conjunctiva (including conjunctivitis),5336,5251,1418,3616,1.4,44,2005,5956,4018,-11.83680322,-10.0049776,FALSE
H25-H28,Disorders of lens (including cataracts),301650,301173,1076,256890,1.5,75,2005,456184,436982,-33.97992915,-41.21268153,FALSE
H40-H42,Glaucoma,13787,13665,1840,10948,1.9,67,2005,24607,22414,-44.46702158,-51.1555278,FALSE
H60-H95,Diseases of the ear and mastoid process,83269,81026,14415,64388,1.7,27,2005,84407,52226,-4.005591953,23.28725156,FALSE
I00-I09,Rheumatic heart disease,5303,4133,886,2670,13.9,66,2005,10374,7223,-60.16001542,-63.0347501,FALSE
I10-I15,Hypertensive diseases,40571,34197,10419,5341,7.1,63,2005,23783,2280,43.78757936,134.254386,FALSE
I20-I25,Ischaemic heart diseases,428262,312164,164231,115737,6.6,68,2005,261119,97302,19.54855832,18.9461676,FALSE
I26-I28,Pulmonary heart disease & diseases of pulmonary circulation,32441,20793,15799,1769,10.3,64,2005,37907,4020,-45.14733427,-55.99502488,FALSE
I30-I52,Other forms of heart disease,311947,214766,149817,47275,8.6,71,2005,315197,93243,-31.86293017,-49.2991431,FALSE
I60-I69,Cerebrovascular diseases,178321,99667,78504,7662,24.2,74,2005,111035,6188,-10.23821318,23.82029735,FALSE
I70-I79,"Diseases of arteries, arterioles & capillaries",74789,60258,18659,33271,10.5,69,2005,63831,32256,-5.597593646,3.146701389,FALSE
I80-I89,Diseases of veins & lymphatic system nec.,153261,139242,39858,81358,4,54,2005,92570,44011,50.41806201,84.85833087,FALSE
I95-I99,Other & unspecified disorders of the circulatory system,19109,12521,10817,679,9,76,2005,31408,2880,-60.13436067,-76.42361111,FALSE
J00-J06,Acute upper respiratory infections,107675,104195,88896,13796,1,11,2005,161783,26977,-35.59582898,-48.86014012,FALSE
J10-J18,Influenza & pneumonia,178471,111237,105098,1741,11.5,65,2005,290880,3167,-61.7584571,-45.02683928,FALSE
J20-J22,Other acute lower respiratory infections,150001,111920,106628,1447,6.9,52,2005,180764,2259,-38.08501693,-35.94510846,FALSE
J30-J39,Other diseases of upper respiratory tract,121150,119670,11090,104908,1.4,32,2005,107638,81531,11.17820844,28.67252947,FALSE
J40-J47,Chronic lower respiratory diseases,271935,185135,172467,6210,6.9,60,2005,238267,13856,-22.29935325,-55.18187067,FALSE
J60-J70,Lung diseases due to external agents,15428,8354,7654,193,17.6,72,2005,27790,730,-69.93882692,-73.56164384,FALSE
J80-J99,Other diseases of the respiratory system,78265,53708,35925,9571,10.2,62,2005,87306,24605,-38.48303668,-61.10140215,FALSE
K00-K14,"Diseases of oral cavity, salivary glands & jaws",195895,194172,11314,170286,1.7,30,2005,261727,226140,-25.81124607,-24.69885911,FALSE
K20-K31,Diseases of oesophagusstomach & duodenum,313043,256545,49694,134099,6.5,58,2005,,,,,FALSE
K35-K38,Diseases of appendix,43052,38038,36888,814,4,29,2005,47892,1585,-20.57546145,-48.64353312,FALSE
K40-K46,Hernia,167577,159908,18059,127890,3.1,55,2005,205256,169908,-22.09338582,-24.7298538,FALSE
K50-K52,Noninfective enteritis & colitis,177431,146547,75016,44496,5.8,47,2005,256561,128206,-42.8802507,-65.29335601,FALSE
K55-K63,Other diseases of intestines,330560,287024,111041,123439,6.5,59,2005,646953,416865,-55.63448968,-70.38873496,FALSE
K65-K67,Diseases of peritoneum,9150,6713,4358,1977,11.8,56,2005,9087,3064,-26.12523385,-35.47650131,FALSE
K70-K77,Diseases of liver,43607,26708,15984,6286,12.2,53,2005,48952,14543,-45.44043144,-56.77645603,FALSE
K80-K87,"Disorders of gall bladder, biliary tract & pancreas",167912,131084,66277,57320,5.8,57,2005,213979,92559,-38.73978288,-38.0719325,FALSE
K90-K93,Other diseases of the digestive system,85890,59366,43201,9749,6.3,60,2005,137810,66278,-56.92184892,-85.29074504,FALSE
L00-L14,L55-L99 Other infections and disorders of the skin,281357,247989,107553,125220,7.1,50,2005,,,,,FALSE
L20-L30,Dermatitis and eczema,10717,9699,6054,2662,4.3,36,2005,13675,3628,-29.0749543,-26.62624035,FALSE
L40-L45,Papulosquamous disorders (including Psoriasis),10918,10436,1365,6145,11.4,49,2005,11725,5176,-10.99360341,18.72102009,FALSE
L50-L54,Urticaria and erythems,5957,5247,4619,351,2.5,30,2005,10481,2209,-49.93798302,-84.11045722,FALSE
M00-M25,Arthropathies,419714,402542,46813,316102,5.9,57,2005,609032,456301,-33.90462242,-30.72511347,FALSE
M30-M36,Systemic connective tissue disorders,18496,16130,4099,5539,9.2,51,2005,27080,8801,-40.43574594,-37.06397,FALSE
M40-M54,Dorsopathies,208606,195363,46785,105275,5.9,55,2005,320545,195899,-39.05286309,-46.26057305,FALSE
M60-M79,Soft tissue disorders,180435,171769,67064,92348,2.2,55,2005,248802,137373,-30.96156783,-32.7757274,FALSE
M80-M94,Osteopathies and chondropathies,49470,44470,11216,23829,8.5,54,2005,88894,37621,-49.97412649,-36.66037585,FALSE
M95-M99,Other disorders of the musculoskeletal system & conn. tiss.,4449,4142,572,3139,7.5,47,2005,10711,3885,-61.32947437,-19.2020592,FALSE
N17-N19,Renal failure,101187,79621,22810,13728,11.2,63,2005,95579,20216,-16.69613618,-32.09339137,FALSE
N20-N23,Urolithiasis,73332,64308,27922,27822,2.7,50,2005,89624,45150,-28.24689815,-38.37873754,FALSE
